"symbol"	"ensembl"	"cluster"
"10314"	"TTL"	"ENSG00000114999.6"	121
"10315"	"SHISA7"	"ENSG00000187902.7"	12
"10316"	"GNB3"	"ENSG00000111664.6"	27
"10317"	"PKD1"	"ENSG00000008710.12"	16
"10318"	"CHID1"	"ENSG00000177830.13"	13
"10319"	"GIMAP6"	"ENSG00000133561.10"	112
"10320"	"PFN2"	"ENSG00000070087.9"	127
"10321"	"UBA6"	"ENSG00000033178.7"	121
"10322"	"JAM3"	"ENSG00000166086.7"	110
"10323"	"PALLD"	"ENSG00000129116.13"	113
"10324"	"B2M"	"ENSG00000166710.12"	113
"10325"	"ERRFI1"	"ENSG00000116285.8"	117
"10326"	"FAM59A"	"ENSG00000141441.10"	109
"10327"	"SLC38A8"	"ENSG00000166558.6"	14
"10328"	"EIF2S2"	"ENSG00000125977.6"	5
"10329"	"RP6-109B7.3"	"ENSG00000241990.1"	6
"10330"	"BCL6"	"ENSG00000113916.13"	115
"10331"	"RNF135"	"ENSG00000181481.9"	114
"10332"	"CTPS1"	"ENSG00000171793.8"	119
"10333"	"CFP"	"ENSG00000126759.8"	3
"10334"	"RBBP9"	"ENSG00000089050.10"	107
"10335"	"CXorf26"	"ENSG00000102390.6"	1
"10336"	"SPRYD4"	"ENSG00000176422.10"	7
"10337"	"RMND5B"	"ENSG00000145916.14"	128
"10338"	"TMEM55A"	"ENSG00000155099.3"	125
"10339"	"C1S"	"ENSG00000182326.10"	115
"10340"	"ANXA11"	"ENSG00000122359.12"	3
"10341"	"ITIH4"	"ENSG00000055955.11"	1
"10342"	"MPP1"	"ENSG00000130830.9"	22
"10343"	"SMCHD1"	"ENSG00000101596.9"	121
"10344"	"RGL3"	"ENSG00000205517.8"	114
"10345"	"RASA4"	"ENSG00000105808.11"	109
"10346"	"NAA50"	"ENSG00000121579.7"	118
"10347"	"IGF2R"	"ENSG00000197081.7"	118
"10348"	"TRAPPC12"	"ENSG00000171853.11"	3
"10349"	"PLOD3"	"ENSG00000106397.7"	6
"10350"	"SON"	"ENSG00000159140.13"	8
"10351"	"CCDC80"	"ENSG00000091986.10"	2
"10352"	"RP11-157G21.2"	"ENSG00000255836.1"	10
"10353"	"AVIL"	"ENSG00000135407.6"	6
"10354"	"ATL1"	"ENSG00000198513.6"	22
"10355"	"TBC1D15"	"ENSG00000121749.11"	121
"10356"	"C18orf8"	"ENSG00000141452.5"	38
"10357"	"FLII"	"ENSG00000177731.10"	6
"10358"	"R3HDM2"	"ENSG00000179912.14"	21
"10359"	"PPP2R1B"	"ENSG00000137713.11"	111
"10360"	"TRAPPC3"	"ENSG00000054116.7"	17
"10361"	"C1orf63"	"ENSG00000117616.13"	110
"10362"	"ZNF428"	"ENSG00000131116.6"	1
"10363"	"SNX6"	"ENSG00000129515.14"	110
"10364"	"CTC-281B15.1"	"ENSG00000247572.2"	10
"10365"	"GPD1L"	"ENSG00000152642.6"	21
"10366"	"NDUFA7"	"ENSG00000167774.1"	257
"10367"	"FTCD"	"ENSG00000160282.9"	1
"10368"	"RRP15"	"ENSG00000067533.5"	9
"10369"	"CCDC75"	"ENSG00000152133.9"	9
"10370"	"CCPG1"	"ENSG00000260916.1"	122
"10371"	"MYT1"	"ENSG00000196132.7"	111
"10372"	"PIGF"	"ENSG00000151665.8"	106
"10373"	"FAM215B"	"ENSG00000232300.1"	10
"10374"	"RASGRP2"	"ENSG00000068831.14"	7
"10375"	"NLRP2"	"ENSG00000022556.11"	14
"10376"	"RP11-159D12.2"	"ENSG00000264112.1"	3
"10377"	"OSTM1"	"ENSG00000081087.10"	4
"10378"	"YDJC"	"ENSG00000161179.9"	1
"10379"	"EPN2"	"ENSG00000072134.11"	109
"10380"	"SEPT7"	"ENSG00000122545.12"	111
"10381"	"METTL23"	"ENSG00000181038.9"	106
"10382"	"GTPBP1"	"ENSG00000100226.11"	2
"10383"	"ATP6V0A1"	"ENSG00000033627.10"	16
"10384"	"SPECC1L"	"ENSG00000100014.14"	119
"10385"	"PLK5"	"ENSG00000185988.7"	6
"10386"	"INTS8"	"ENSG00000164941.9"	117
"10387"	"FURIN"	"ENSG00000140564.6"	7
"10388"	"LINC00617"	"ENSG00000250366.2"	16
"10389"	"TTC17"	"ENSG00000052841.9"	106
"10390"	"TSPAN9"	"ENSG00000011105.7"	12
"10391"	"LIG4"	"ENSG00000174405.8"	125
"10392"	"ATP6V0A2"	"ENSG00000185344.8"	106
"10393"	"AAGAB"	"ENSG00000103591.8"	13
"10394"	"BLOC1S3"	"ENSG00000189114.6"	73
"10395"	"PTPRZ1"	"ENSG00000106278.7"	107
"10396"	"CDH22"	"ENSG00000149654.5"	16
"10397"	"VWA1"	"ENSG00000179403.10"	257
"10398"	"OVCA2"	"ENSG00000214014.3"	1
"10399"	"NNT"	"ENSG00000112992.11"	121
"10400"	"L1CAM"	"ENSG00000198910.8"	16
"10401"	"RPL30"	"ENSG00000156482.6"	113
"10402"	"PICK1"	"ENSG00000100151.11"	4
"10403"	"CNOT8"	"ENSG00000155508.9"	118
"10404"	"VN1R1"	"ENSG00000178201.3"	43
"10405"	"PCGF1"	"ENSG00000115289.8"	17
"10406"	"EXOC5"	"ENSG00000070367.11"	121
"10407"	"P4HB"	"ENSG00000185624.8"	114
"10408"	"OTUD7A"	"ENSG00000169918.5"	118
"10409"	"METAP1"	"ENSG00000164024.7"	128
"10410"	"COMTD1"	"ENSG00000165644.6"	4
"10411"	"UBL7"	"ENSG00000138629.11"	4
"10412"	"ZNRF3"	"ENSG00000183579.11"	107
"10413"	"PLEKHG2"	"ENSG00000090924.8"	115
"10414"	"H2AFY"	"ENSG00000113648.12"	126
"10415"	"PLEKHM2"	"ENSG00000116786.7"	109
"10416"	"NELF"	"ENSG00000165802.14"	7
"10417"	"HAR1A"	"ENSG00000225978.1"	12
"10418"	"AUTS2"	"ENSG00000158321.11"	107
"10419"	"ALCAM"	"ENSG00000170017.8"	121
"10420"	"GNPAT"	"ENSG00000116906.7"	117
"10421"	"CTF1"	"ENSG00000150281.6"	108
"10422"	"RP11-341A11.2"	"ENSG00000232433.1"	22
"10423"	"SETD2"	"ENSG00000181555.15"	109
"10424"	"VCL"	"ENSG00000035403.11"	123
"10425"	"EPS15"	"ENSG00000085832.12"	121
"10426"	"RP11-45P15.4"	"ENSG00000259775.1"	3
"10427"	"RP11-468E2.1"	"ENSG00000254692.1"	5
"10428"	"PLK3"	"ENSG00000173846.8"	2
"10429"	"GJC1"	"ENSG00000182963.5"	109
"10430"	"DARC"	"ENSG00000213088.4"	5
"10431"	"NPEPPS"	"ENSG00000141279.8"	118
"10432"	"ELMOD3"	"ENSG00000115459.12"	6
"10433"	"MGST2"	"ENSG00000085871.4"	116
"10434"	"PQLC2"	"ENSG00000040487.8"	4
"10435"	"PTBP3"	"ENSG00000119314.11"	125
"10436"	"AGPAT2"	"ENSG00000169692.8"	4
"10437"	"DTWD1"	"ENSG00000104047.10"	123
"10438"	"BACE2"	"ENSG00000182240.10"	115
"10439"	"API5"	"ENSG00000166181.8"	125
"10440"	"POLH"	"ENSG00000170734.7"	109
"10441"	"ARHGEF40"	"ENSG00000165801.5"	109
"10442"	"SH3BGR"	"ENSG00000185437.9"	114
"10443"	"SUFU"	"ENSG00000107882.7"	108
"10444"	"ARL4A"	"ENSG00000122644.8"	21
"10445"	"ZNF414"	"ENSG00000133250.8"	1
"10446"	"ELOVL5"	"ENSG00000012660.9"	113
"10447"	"ATG4C"	"ENSG00000125703.9"	110
"10448"	"ATP5G2"	"ENSG00000135390.12"	2
"10449"	"STARD7"	"ENSG00000084090.9"	130
"10450"	"AGPAT4"	"ENSG00000026652.9"	1
"10451"	"BCL7A"	"ENSG00000110987.4"	21
"10452"	"TSPAN17"	"ENSG00000048140.13"	17
"10453"	"CCNYL1"	"ENSG00000163249.5"	125
"10454"	"RP11-273G15.2"	"ENSG00000247317.3"	17
"10455"	"C16orf86"	"ENSG00000159761.9"	106
"10456"	"XAB2"	"ENSG00000076924.6"	1
"10457"	"PHKA1"	"ENSG00000067177.10"	107
"10458"	"Metazoa_SRP"	"ENSG00000239247.2"	4
"10459"	"SMARCA4"	"ENSG00000127616.11"	1
"10460"	"NCK1"	"ENSG00000158092.2"	118
"10461"	"GATAD2B"	"ENSG00000143614.7"	9
"10462"	"ALMS1"	"ENSG00000116127.13"	2
"10463"	"NUPR1"	"ENSG00000176046.7"	114
"10464"	"HECTD4"	"ENSG00000173064.5"	91
"10465"	"DUSP12"	"ENSG00000081721.6"	125
"10466"	"MIIP"	"ENSG00000116691.6"	5
"10467"	"ZNF441"	"ENSG00000197044.6"	13
"10468"	"EFHD2"	"ENSG00000142634.8"	19
"10469"	"GOLGA8IP"	"ENSG00000153666.5"	122
"10470"	"TBCC"	"ENSG00000124659.4"	14
"10471"	"TMEM235"	"ENSG00000204278.8"	2
"10472"	"METTL2A"	"ENSG00000087995.11"	122
"10473"	"RP11-353B9.1"	"ENSG00000261597.1"	22
"10474"	"FAF2"	"ENSG00000113194.8"	106
"10475"	"PEBP4"	"ENSG00000134020.6"	2
"10476"	"ABTB1"	"ENSG00000114626.13"	18
"10477"	"CYP4F24P"	"ENSG00000267594.1"	2
"10478"	"TRIM14"	"ENSG00000106785.10"	114
"10479"	"DAGLA"	"ENSG00000134780.5"	16
"10480"	"CWC22"	"ENSG00000163510.9"	8
"10481"	"EIF4E1B"	"ENSG00000175766.7"	16
"10482"	"RP11-493K23.4"	"ENSG00000231963.1"	1
"10483"	"PKN3"	"ENSG00000160447.6"	114
"10484"	"GOLGA8A"	"ENSG00000175265.13"	257
"10485"	"ZNF252P"	"ENSG00000196922.5"	119
"10486"	"ABCA8"	"ENSG00000141338.9"	110
"10487"	"CTA-963H5.5"	"ENSG00000250318.1"	6
"10488"	"PAX6"	"ENSG00000007372.14"	108
"10489"	"RBFOX2"	"ENSG00000100320.17"	21
"10490"	"TBC1D13"	"ENSG00000107021.11"	4
"10491"	"TIMM13"	"ENSG00000099800.3"	4
"10492"	"FBXL5"	"ENSG00000118564.10"	121
"10493"	"YEATS2"	"ENSG00000163872.10"	125
"10494"	"C6orf108"	"ENSG00000112667.8"	257
"10495"	"MED4"	"ENSG00000136146.9"	122
"10496"	"TPRA1"	"ENSG00000163870.10"	5
"10497"	"MEF2D"	"ENSG00000116604.12"	19
"10498"	"KDM3B"	"ENSG00000120733.9"	107
"10499"	"MTAP"	"ENSG00000099810.13"	121
"10500"	"IGBP1"	"ENSG00000089289.11"	126
"10501"	"CCDC102B"	"ENSG00000150636.11"	3
"10502"	"SSTR2"	"ENSG00000180616.4"	119
"10503"	"TNFAIP1"	"ENSG00000109079.5"	117
"10504"	"CHCHD4"	"ENSG00000163528.8"	119
"10505"	"GJB6"	"ENSG00000121742.11"	108
"10506"	"EVL"	"ENSG00000196405.8"	1
"10507"	"SLC33A1"	"ENSG00000169359.8"	117
"10508"	"REEP2"	"ENSG00000132563.11"	18
"10509"	"FAM219A"	"ENSG00000164970.10"	119
"10510"	"VDAC1"	"ENSG00000213585.6"	126
"10511"	"LYSMD2"	"ENSG00000140280.9"	22
"10512"	"MIR4519"	"ENSG00000260083.1"	14
"10513"	"ZFYVE9"	"ENSG00000157077.10"	125
"10514"	"KDM8"	"ENSG00000155666.7"	12
"10515"	"SLC27A4"	"ENSG00000167114.7"	12
"10516"	"GTDC2"	"ENSG00000144647.5"	119
"10517"	"KCNC4"	"ENSG00000116396.9"	16
"10518"	"ANAPC16"	"ENSG00000166295.3"	109
"10519"	"FAM35A"	"ENSG00000122376.6"	118
"10520"	"SOX8"	"ENSG00000005513.9"	110
"10521"	"CCDC24"	"ENSG00000159214.8"	1
"10522"	"GAPVD1"	"ENSG00000165219.15"	122
"10523"	"RP11-206L10.2"	"ENSG00000228327.2"	121
"10524"	"GAS7"	"ENSG00000007237.12"	21
"10525"	"SPG21"	"ENSG00000090487.6"	114
"10526"	"ZNF594"	"ENSG00000180626.9"	121
"10527"	"ELOVL4"	"ENSG00000118402.5"	22
"10528"	"TGFB3"	"ENSG00000119699.3"	110
"10529"	"USP16"	"ENSG00000156256.10"	9
"10530"	"AIF1"	"ENSG00000204472.7"	116
"10531"	"BTD"	"ENSG00000169814.8"	111
"10532"	"MAU2"	"ENSG00000129933.13"	106
"10533"	"TAF12"	"ENSG00000120656.7"	117
"10534"	"MEPCE"	"ENSG00000146834.8"	7
"10535"	"USP32P3"	"ENSG00000189423.6"	117
"10536"	"AGAP3"	"ENSG00000133612.14"	6
"10537"	"BRSK1"	"ENSG00000160469.11"	61
"10538"	"PGAM2"	"ENSG00000164708.5"	114
"10539"	"JAZF1"	"ENSG00000153814.7"	187
"10540"	"GPKOW"	"ENSG00000068394.9"	123
"10541"	"CHD1L"	"ENSG00000131778.13"	106
"10542"	"KIAA1377"	"ENSG00000110318.9"	10
"10543"	"ANAPC5"	"ENSG00000089053.7"	3
"10544"	"UFM1"	"ENSG00000120686.7"	121
"10545"	"C4orf52"	"ENSG00000250317.4"	107
"10546"	"AHNAK"	"ENSG00000124942.8"	107
"10547"	"RABEP2"	"ENSG00000177548.8"	1
"10548"	"STARD3NL"	"ENSG00000010270.9"	117
"10549"	"NCDN"	"ENSG00000020129.11"	16
"10550"	"PIK3R2"	"ENSG00000105647.8"	17
"10551"	"GSTO1"	"ENSG00000148834.8"	14
"10552"	"NYAP1"	"ENSG00000166924.4"	16
"10553"	"UBXN4"	"ENSG00000144224.12"	110
"10554"	"RP11-561O4.1"	"ENSG00000239455.1"	4
"10555"	"RELL2"	"ENSG00000164620.4"	12
"10556"	"ICAM1"	"ENSG00000090339.4"	115
"10557"	"PTBP2"	"ENSG00000117569.13"	123
"10558"	"ALDH16A1"	"ENSG00000161618.4"	5
"10559"	"SNHG1"	"ENSG00000255717.1"	115
"10560"	"LMAN1"	"ENSG00000074695.5"	113
"10561"	"EPG5"	"ENSG00000152223.8"	117
"10562"	"TPMT"	"ENSG00000137364.4"	18
"10563"	"RSAD1"	"ENSG00000136444.5"	6
"10564"	"CNTNAP2"	"ENSG00000174469.12"	21
"10565"	"METTL4"	"ENSG00000101574.9"	117
"10566"	"CALM3"	"ENSG00000160014.11"	23
"10567"	"CROCC"	"ENSG00000058453.11"	7
"10568"	"TPBGL"	"ENSG00000261594.1"	13
"10569"	"NUP160"	"ENSG00000030066.9"	106
"10570"	"POLR2F"	"ENSG00000100142.8"	109
"10571"	"HERC6"	"ENSG00000138642.10"	13
"10572"	"PXMP4"	"ENSG00000101417.7"	123
"10573"	"SHPK"	"ENSG00000197417.7"	108
"10574"	"MIF"	"ENSG00000240972.1"	16
"10575"	"SLC35B1"	"ENSG00000121073.8"	14
"10576"	"AC123886.2"	"ENSG00000231536.1"	23
"10577"	"AC004840.9"	"ENSG00000175873.3"	7
"10578"	"PANK2"	"ENSG00000125779.16"	119
"10579"	"CXADR"	"ENSG00000154639.14"	21
"10580"	"TSNAXIP1"	"ENSG00000102904.10"	1
"10581"	"RBM17"	"ENSG00000134453.10"	111
"10582"	"NLRX1"	"ENSG00000160703.10"	2
"10583"	"AP3M2"	"ENSG00000070718.7"	21
"10584"	"SPCS2"	"ENSG00000118363.7"	121
"10585"	"EPAS1"	"ENSG00000116016.9"	107
"10586"	"COL27A1"	"ENSG00000196739.9"	5
"10587"	"CDH9"	"ENSG00000113100.5"	12
"10588"	"BHLHE22"	"ENSG00000180828.1"	21
"10589"	"STAMBP"	"ENSG00000124356.11"	121
"10590"	"TRIM2"	"ENSG00000109654.10"	121
"10591"	"LIN37"	"ENSG00000267796.1"	3
"10592"	"FAM82B"	"ENSG00000176623.7"	106
"10593"	"DEF6"	"ENSG00000023892.9"	5
"10594"	"SLC1A3"	"ENSG00000079215.8"	107
"10595"	"MAPK7"	"ENSG00000166484.14"	109
"10596"	"DNAJC5G"	"ENSG00000163793.8"	13
"10597"	"ARFGAP2"	"ENSG00000149182.9"	2
"10598"	"OSBPL8"	"ENSG00000091039.12"	125
"10599"	"DPYSL2"	"ENSG00000092964.11"	123
"10600"	"PCDHB10"	"ENSG00000120324.4"	126
"10601"	"RPS3A"	"ENSG00000145425.5"	117
"10602"	"AKAP7"	"ENSG00000118507.11"	9
"10603"	"PPFIA1"	"ENSG00000131626.11"	113
"10604"	"EGFL7"	"ENSG00000172889.10"	4
"10605"	"ARL4D"	"ENSG00000175906.3"	12
"10606"	"HIPK2"	"ENSG00000064393.11"	110
"10607"	"ALDH1L1"	"ENSG00000144908.9"	108
"10608"	"CDK3"	"ENSG00000250506.2"	8
"10609"	"USO1"	"ENSG00000138768.9"	121
"10610"	"TMEM191C"	"ENSG00000206140.5"	1
"10611"	"RP11-38P22.2"	"ENSG00000241732.1"	108
"10612"	"GPR4"	"ENSG00000177464.4"	115
"10613"	"POLK"	"ENSG00000122008.11"	107
"10614"	"C5orf42"	"ENSG00000197603.8"	152
"10615"	"ZNF330"	"ENSG00000109445.6"	117
"10616"	"RP11-673C5.1"	"ENSG00000259781.1"	2
"10617"	"ZDHHC22"	"ENSG00000177108.5"	17
"10618"	"CRYGS"	"ENSG00000213139.3"	4
"10619"	"CXorf40A"	"ENSG00000197620.6"	233
"10620"	"RBFOX1"	"ENSG00000078328.15"	21
"10621"	"UNC93B1"	"ENSG00000110057.3"	5
"10622"	"BEX1"	"ENSG00000133169.5"	14
"10623"	"NSMCE2"	"ENSG00000156831.3"	14
"10624"	"AIDA"	"ENSG00000186063.8"	113
"10625"	"SYNGR1"	"ENSG00000100321.10"	189
"10626"	"LEPROTL1"	"ENSG00000104660.13"	117
"10627"	"NXPH1"	"ENSG00000122584.6"	127
"10628"	"UNC45A"	"ENSG00000140553.11"	4
"10629"	"TMCO3"	"ENSG00000150403.13"	109
"10630"	"MCF2"	"ENSG00000101977.15"	22
"10631"	"ACSS1"	"ENSG00000154930.10"	108
"10632"	"OLFM1"	"ENSG00000130558.14"	23
"10633"	"IDUA"	"ENSG00000127415.8"	2
"10634"	"CLMN"	"ENSG00000165959.5"	110
"10635"	"GLIPR1L2"	"ENSG00000180481.6"	9
"10636"	"MRS2"	"ENSG00000124532.9"	125
"10637"	"FAM129B"	"ENSG00000136830.6"	114
"10638"	"NCAM1"	"ENSG00000149294.11"	121
"10639"	"MRPL32"	"ENSG00000106591.3"	14
"10640"	"ULK2"	"ENSG00000083290.15"	121
"10641"	"LTBP4"	"ENSG00000090006.12"	1
"10642"	"EPS8L2"	"ENSG00000177106.9"	5
"10643"	"SYT4"	"ENSG00000132872.5"	22
"10644"	"ARHGAP10"	"ENSG00000071205.7"	4
"10645"	"RNU1-7"	"ENSG00000206596.1"	124
"10646"	"RP11-521C20.4"	"ENSG00000248508.2"	108
"10647"	"EHMT2"	"ENSG00000204371.7"	1
"10648"	"MTERFD3"	"ENSG00000120832.5"	3
"10649"	"RIT2"	"ENSG00000152214.7"	22
"10650"	"ZNF581"	"ENSG00000171425.5"	5
"10651"	"LYL1"	"ENSG00000104903.4"	116
"10652"	"GABRB3"	"ENSG00000166206.8"	22
"10653"	"MTSS1L"	"ENSG00000132613.10"	109
"10654"	"OPTN"	"ENSG00000123240.10"	21
"10655"	"DALRD3"	"ENSG00000178149.12"	13
"10656"	"PDCD11"	"ENSG00000148843.8"	18
"10657"	"CRTC1"	"ENSG00000105662.10"	16
"10658"	"WAPAL"	"ENSG00000062650.12"	109
"10659"	"TMEM161B-AS1"	"ENSG00000247828.2"	109
"10660"	"RP11-481A12.5"	"ENSG00000214982.5"	121
"10661"	"LPGAT1"	"ENSG00000123684.8"	125
"10662"	"TUBGCP4"	"ENSG00000137822.8"	17
"10663"	"GPT"	"ENSG00000167701.9"	108
"10664"	"DNAJA1"	"ENSG00000086061.11"	117
"10665"	"FTSJ2"	"ENSG00000122687.13"	123
"10666"	"RRAD"	"ENSG00000166592.7"	234
"10667"	"SPP1"	"ENSG00000118785.9"	116
"10668"	"C11orf87"	"ENSG00000185742.6"	23
"10669"	"C5orf28"	"ENSG00000151881.10"	21
"10670"	"SLC19A3"	"ENSG00000135917.9"	116
"10671"	"TLE2"	"ENSG00000065717.10"	17
"10672"	"RNF130"	"ENSG00000113269.7"	110
"10673"	"SMYD3"	"ENSG00000185420.14"	14
"10674"	"TSPAN4"	"ENSG00000214063.6"	5
"10675"	"RP11-27I1.2"	"ENSG00000226752.2"	2
"10676"	"VCPIP1"	"ENSG00000175073.7"	125
"10677"	"NDNL2"	"ENSG00000185115.4"	126
"10678"	"RP11-617D20.1"	"ENSG00000231160.3"	2
"10679"	"MED30"	"ENSG00000164758.3"	113
"10680"	"COX6C"	"ENSG00000164919.4"	14
"10681"	"RPP21"	"ENSG00000241370.1"	8
"10682"	"TUT1"	"ENSG00000149016.11"	2
"10683"	"ITPKC"	"ENSG00000086544.1"	5
"10684"	"ZFYVE21"	"ENSG00000100711.8"	107
"10685"	"SMN1"	"ENSG00000172062.12"	122
"10686"	"TMEM132B"	"ENSG00000139364.6"	21
"10687"	"TRAM1"	"ENSG00000067167.3"	113
"10688"	"CDK14"	"ENSG00000058091.12"	23
"10689"	"AK1"	"ENSG00000106992.13"	2
"10690"	"RGS7BP"	"ENSG00000186479.4"	125
"10691"	"PPP2R1A"	"ENSG00000105568.12"	12
"10692"	"MED18"	"ENSG00000130772.9"	4
"10693"	"VKORC1"	"ENSG00000167397.10"	114
"10694"	"PCDHB5"	"ENSG00000113209.6"	107
"10695"	"HEG1"	"ENSG00000173706.8"	111
"10696"	"DCTN3"	"ENSG00000137100.10"	126
"10697"	"HSD17B14"	"ENSG00000087076.3"	106
"10698"	"URI1"	"ENSG00000105176.13"	118
"10699"	"GMFG"	"ENSG00000130755.7"	5
"10700"	"GPBP1"	"ENSG00000062194.10"	117
"10701"	"EIF2S3"	"ENSG00000130741.5"	123
"10702"	"CLEC18A"	"ENSG00000157322.12"	6
"10703"	"TNFAIP8L1"	"ENSG00000185361.3"	82
"10704"	"TNKS2"	"ENSG00000107854.5"	111
"10705"	"ARL6IP4"	"ENSG00000182196.8"	4
"10706"	"AC008992.2"	"ENSG00000267553.1"	3
"10707"	"GRHPR"	"ENSG00000137106.12"	111
"10708"	"CEBPA"	"ENSG00000245848.2"	119
"10709"	"PVALB"	"ENSG00000100362.8"	14
"10710"	"DANCR"	"ENSG00000226950.2"	109
"10711"	"NRCAM"	"ENSG00000091129.14"	127
"10712"	"OBFC1"	"ENSG00000107960.6"	122
"10713"	"NR4A1"	"ENSG00000123358.14"	118
"10714"	"FZD4"	"ENSG00000174804.3"	113
"10715"	"RPL10A"	"ENSG00000198755.6"	123
"10716"	"MPI"	"ENSG00000178802.13"	128
"10717"	"LARS2"	"ENSG00000011376.5"	123
"10718"	"TFIP11"	"ENSG00000100109.12"	8
"10719"	"WDR54"	"ENSG00000005448.12"	14
"10720"	"ARSD"	"ENSG00000006756.11"	257
"10721"	"PRDX2"	"ENSG00000167815.7"	126
"10722"	"ZCCHC9"	"ENSG00000131732.7"	10
"10723"	"FAM157C"	"ENSG00000260528.1"	122
"10724"	"CRELD1"	"ENSG00000163703.12"	17
"10725"	"COG5"	"ENSG00000164597.7"	123
"10726"	"PATZ1"	"ENSG00000100105.13"	106
"10727"	"NOL11"	"ENSG00000130935.5"	4
"10728"	"LINC00152"	"ENSG00000222041.5"	14
"10729"	"RPS14"	"ENSG00000164587.7"	4
"10730"	"FAM161B"	"ENSG00000156050.4"	125
"10731"	"GPC5"	"ENSG00000179399.9"	107
"10732"	"FHL3"	"ENSG00000183386.5"	5
"10733"	"ACSL3"	"ENSG00000123983.9"	125
"10734"	"MAPK4"	"ENSG00000141639.7"	113
"10735"	"ERMN"	"ENSG00000136541.10"	110
"10736"	"CHKB"	"ENSG00000100288.15"	1
"10737"	"EIF2AK1"	"ENSG00000086232.7"	122
"10738"	"RPS17"	"ENSG00000184779.8"	19
"10739"	"CMAHP"	"ENSG00000168405.9"	113
"10740"	"FRY"	"ENSG00000073910.14"	125
"10741"	"FAM171A2"	"ENSG00000161682.9"	16
"10742"	"MKL1"	"ENSG00000196588.9"	19
"10743"	"RP11-53O19.1"	"ENSG00000251141.1"	13
"10744"	"SCRT1"	"ENSG00000170616.8"	16
"10745"	"ZNF48"	"ENSG00000180035.6"	18
"10746"	"XXbac-B461K10.4"	"ENSG00000093100.13"	6
"10747"	"KCNC3"	"ENSG00000131398.9"	16
"10748"	"SLC25A41"	"ENSG00000181240.8"	6
"10749"	"AGAP2"	"ENSG00000135439.6"	16
"10750"	"OSBPL7"	"ENSG00000006025.7"	6
"10751"	"NCKAP1"	"ENSG00000061676.9"	118
"10752"	"TNR"	"ENSG00000116147.11"	121
"10753"	"GOLGA8B"	"ENSG00000215252.6"	2
"10754"	"ANKRD17"	"ENSG00000132466.13"	10
"10755"	"NECAB1"	"ENSG00000123119.7"	21
"10756"	"GBGT1"	"ENSG00000148288.7"	116
"10757"	"OSTF1"	"ENSG00000134996.11"	126
"10758"	"FNTB"	"ENSG00000257365.2"	118
"10759"	"RBM12B"	"ENSG00000183808.7"	118
"10760"	"ZC3H11A"	"ENSG00000058673.11"	130
"10761"	"RPL29"	"ENSG00000162244.5"	116
"10762"	"NDUFS7"	"ENSG00000115286.14"	1
"10763"	"ADAM33"	"ENSG00000149451.12"	6
"10764"	"SRP54"	"ENSG00000100883.7"	122
"10765"	"ZNF169"	"ENSG00000175787.11"	12
"10766"	"PPAP2A"	"ENSG00000067113.12"	111
"10767"	"PLEKHG5"	"ENSG00000171680.15"	12
"10768"	"RP4-798C17.6"	"ENSG00000244479.2"	1
"10769"	"CA5B"	"ENSG00000169239.8"	106
"10770"	"BTBD1"	"ENSG00000064726.5"	118
"10771"	"ANKRD39"	"ENSG00000213337.4"	14
"10772"	"DAXX"	"ENSG00000204209.6"	109
"10773"	"FGD5"	"ENSG00000154783.6"	112
"10774"	"HIST1H4C"	"ENSG00000197061.3"	4
"10775"	"DEAF1"	"ENSG00000177030.11"	1
"10776"	"PROS1"	"ENSG00000184500.10"	113
"10777"	"MTA1"	"ENSG00000182979.12"	5
"10778"	"SSR3"	"ENSG00000114850.2"	113
"10779"	"ADAM10"	"ENSG00000137845.9"	111
"10780"	"KHDRBS2"	"ENSG00000112232.7"	23
"10781"	"FAM195A"	"ENSG00000172366.15"	7
"10782"	"TESK1"	"ENSG00000107140.10"	4
"10783"	"ATM"	"ENSG00000149311.10"	111
"10784"	"TBCK"	"ENSG00000145348.11"	117
"10785"	"RP11-283I3.6"	"ENSG00000261799.1"	118
"10786"	"MRPL23"	"ENSG00000214026.6"	4
"10787"	"SEH1L"	"ENSG00000085415.11"	22
"10788"	"BTRC"	"ENSG00000166167.13"	125
"10789"	"JAGN1"	"ENSG00000171135.10"	117
"10790"	"MAPKAPK2"	"ENSG00000162889.6"	114
"10791"	"RP9"	"ENSG00000164610.4"	6
"10792"	"ABCB7"	"ENSG00000131269.11"	113
"10793"	"RPS23"	"ENSG00000186468.8"	113
"10794"	"MIB2"	"ENSG00000197530.8"	4
"10795"	"SLC45A1"	"ENSG00000162426.10"	12
"10796"	"SPAG9"	"ENSG00000008294.16"	111
"10797"	"EFNB2"	"ENSG00000125266.5"	119
"10798"	"PACS1"	"ENSG00000175115.7"	6
"10799"	"CTSZ"	"ENSG00000101160.9"	116
"10800"	"MTFR1"	"ENSG00000066855.10"	111
"10801"	"SFT2D1"	"ENSG00000198818.5"	113
"10802"	"LGALSL"	"ENSG00000119862.7"	22
"10803"	"HINT3"	"ENSG00000111911.5"	118
"10804"	"POLR2E"	"ENSG00000099817.7"	12
"10805"	"UCHL3"	"ENSG00000118939.11"	117
"10806"	"PIP5KL1"	"ENSG00000167103.7"	12
"10807"	"FDPS"	"ENSG00000160752.10"	123
"10808"	"HNRNPAB"	"ENSG00000197451.6"	117
"10809"	"MAGEF1"	"ENSG00000177383.3"	126
